id,host_id,host_since,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,area,region,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,last_review,scores_rating,scores_accuracy,scores_cleanliness,scores_checkin,scores_communication,scores_location,scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,total_price
6717992,10483053,351,,0,1,1,Newton,Central Region,1.31569,103.8367,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator,Buzzer/wireless intercom,Washer,Dryer,Smoke detector,Safety card,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance",101.0,300.0,50.0,1,0.0,2,90,2,2,90,90,2.0,90.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,moderate,1,0,1,0,,101.0
6718219,34707865,710,80.0,0,3,3,Serangoon,North-East Region,1.34399,103.87076,House,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Kitchen,Free parking on premises,Free street parking,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Luggage dropoff allowed,Host greets you",68.0,257.0,20.0,1,10.0,1,1125,1,1,1125,1125,1.0,1125.0,1,28,32,56,57,47,9,321,928,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,3,0,3,0,1.0,78.0
6718514,34707865,710,80.0,0,3,3,Serangoon,North-East Region,1.34604,103.87111,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Free parking on premises,Free street parking,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Private entrance,Hot water,Host greets you",70.0,257.0,20.0,1,12.0,1,1125,1,1,1125,1125,1.0,1125.0,1,28,47,63,338,66,15,305,925,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,3,0,3,0,1.39,82.0
6720895,23722617,562,99.0,1,78,78,Geylang,Central Region,1.31486,103.8862,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Washer,Dryer,Hangers,Hair dryer,Iron,Hot water,Long term stays allowed,Other",85.0,500.0,39.0,1,0.0,5,1125,5,5,1125,1125,5.0,1125.0,1,16,31,59,60,67,24,348,899,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,80,80,0,0,1.46,85.0
6768997,15067769,428,100.0,0,2,2,Museum,Central Region,1.29836,103.84279,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Internet,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Buzzer/wireless intercom,Washer,Dryer,Shampoo",80.0,1000.0,30.0,1,0.0,5,60,5,5,60,60,5.0,60.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,2,0,2,0,,80.0
6774977,35467530,718,87.0,0,2,2,River Valley,Central Region,1.29453,103.83733,Condominium,Private room,6,1.0,1.0,2.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Doorman,Elevator,Buzzer/wireless intercom,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",79.0,170.0,29.0,2,27.0,1,180,1,1,180,180,1.0,180.0,1,15,42,72,83,100,23,306,935,83.0,9.0,8.0,9.0,9.0,9.0,8.0,0,strict_14_with_grace_period,2,0,2,0,2.1,187.0
6790378,29444441,648,,0,1,1,Novena,Central Region,1.31564,103.84075,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"Air conditioning,Pool,Free parking on premises,Gym,Elevator,Family/kid friendly,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Private entrance,Hot water,Host greets you",120.0,600.0,60.0,1,0.0,1,3,1,1,3,3,1.0,3.0,1,23,53,83,84,0,0,-1,-1,,,,,,,,0,strict_14_with_grace_period,1,0,1,0,,120.0
6803701,28809566,639,90.0,0,12,12,Sembawang,North Region,1.44151,103.82377,Apartment,Shared room,2,1.0,1.0,5.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Gym,Heating",52.0,0.0,76.0,1,51.0,5,1125,5,5,1125,1125,5.0,1125.0,1,29,59,89,364,2,0,339,52,90.0,9.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,11,0,10,1,0.04,103.0
6816530,11592391,374,,0,1,1,Bukit Timah,Central Region,1.31821,103.77942,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Pool,Gym,Elevator,Washer,Dryer,First aid kit,Essentials",74.0,200.0,15.0,1,25.0,5,30,5,5,30,30,5.0,30.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,1,0,1,0,,99.0
6823606,3142273,127,,0,1,1,Kallang,Central Region,1.31806,103.85172,Condominium,Entire home/apt,2,2.0,2.0,2.0,Real Bed,"Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Washer,Dryer,Essentials,Bed linens,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Luggage dropoff allowed,Other",95.0,257.0,20.0,1,0.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,4,0,577,489,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible,1,1,0,0,0.11,95.0
6824319,35746057,721,100.0,0,3,3,Choa Chu Kang,West Region,1.38056,103.75988,Apartment,Entire home/apt,7,2.0,3.0,4.0,Real Bed,"TV,Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator,Hot tub,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer",239.0,129.0,120.0,4,20.0,2,1125,2,2,1125,1125,2.0,1125.0,1,6,20,30,271,7,1,375,799,70.0,8.0,7.0,8.0,8.0,8.0,7.0,1,strict_14_with_grace_period,3,3,0,0,0.16,299.0
6825410,34397948,706,90.0,0,1,1,Bukit Batok,West Region,1.35955,103.75002,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Kitchen,Heating,Washer,Dryer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,High chair,Hot water,Long term stays allowed,Host greets you",40.0,200.0,25.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,7,37,67,342,0,0,-1,-1,,,,,,,,0,flexible,1,0,1,0,,40.0
6831622,437092,14,90.0,0,2,2,Queenstown,Central Region,1.30728,103.78113,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Gym,Elevator,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Long term stays allowed,Host greets you",150.0,300.0,50.0,2,25.0,14,365,14,14,365,365,14.0,365.0,1,25,55,61,287,20,6,305,931,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.42,175.0
6845452,4962175,196,,0,1,1,Geylang,Central Region,1.31406,103.88626,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Washer,Smoke detector,Essentials",61.0,257.0,40.0,1,10.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,2,0,305,31,90.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate,1,0,1,0,0.04,71.0
6855548,17140538,466,,0,1,1,Bukit Merah,Central Region,1.27517,103.83639,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo",160.0,257.0,39.0,1,0.0,13,20,13,13,20,20,13.0,20.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,1,1,0,0,,160.0
6856988,9436844,318,,0,1,1,Geylang,Central Region,1.30767,103.88146,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Elevator,Washer,Essentials",80.0,200.0,40.0,1,30.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,1,0,1,0,,140.0
6888824,20883050,515,96.0,0,32,32,Geylang,Central Region,1.3111700000000002,103.88298,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Building staff,Private entrance,Hot water,Luggage dropoff allowed,Long term stays allowed",90.0,257.0,39.0,3,16.0,1,1125,1,1,1125,1125,1.0,1125.0,1,22,48,78,348,71,17,308,932,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,32,0,32,0,1.5,90.0
6889842,23722617,562,99.0,1,78,78,Geylang,Central Region,1.31362,103.8864,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,Hangers,Hair dryer,Iron,Hot water,Long term stays allowed,Other",81.0,500.0,39.0,1,0.0,6,1125,6,6,1125,1125,6.0,1125.0,1,9,26,56,57,54,13,302,893,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,80,80,0,0,1.13,81.0
6890874,343908,11,,0,2,2,Outram,Central Region,1.28376,103.83965,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Kitchen,Elevator,Washer,Dryer,Smoke detector,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",92.0,257.0,30.0,2,40.0,4,60,4,4,60,60,4.0,60.0,1,26,56,86,177,3,0,777,307,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,1,0,1,0,0.1,92.0
6891247,8948251,301,100.0,0,71,71,Kallang,Central Region,1.30886,103.86363,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Free street parking,Heating,Washer,Dryer,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self check-in,Keypad,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed",50.0,0.0,30.0,1,10.0,20,365,20,20,365,365,20.0,365.0,1,8,29,59,334,1,0,336,37,80.0,8.0,8.0,10.0,10.0,10.0,6.0,0,strict_14_with_grace_period,71,0,71,0,0.02,50.0
6891630,2413412,98,100.0,0,95,95,Kallang,Central Region,1.30854,103.86291,Apartment,Private room,1,3.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Free street parking,Heating,Washer,Dryer,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self check-in,Keypad,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed",36.0,0.0,15.0,1,10.0,18,365,18,18,365,365,18.0,365.0,1,0,19,49,324,3,1,719,934,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,96,0,96,0,0.1,36.0
6901703,16170189,448,,0,2,2,Geylang,Central Region,1.31226,103.88312,House,Private room,2,1.0,1.0,1.0,Real Bed,"Air conditioning,Pool,Kitchen,Doorman,Breakfast,Buzzer/wireless intercom,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo",138.0,257.0,39.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,2,0,2,0,,138.0
6906010,23722617,562,99.0,1,78,78,Outram,Central Region,1.2834299999999998,103.84512,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Elevator,Washer,Dryer,Hangers,Hair dryer,Iron,Hot water,Long term stays allowed,Host greets you",114.0,257.0,39.0,1,0.0,4,1125,4,4,1125,1125,4.0,1125.0,1,19,49,79,80,37,17,355,936,94.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,80,80,0,0,0.81,114.0
6918746,36262365,727,,0,1,1,Bukit Merah,Central Region,1.28718,103.8262,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Kitchen,Elevator,Washer",85.0,257.0,39.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,1,0,1,0,,85.0
6921649,36277810,727,100.0,1,2,2,Sengkang,North-East Region,1.39133,103.88116,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Elevator,Heating,Family/kid friendly,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Building staff,High chair,Window guards,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Single level home,BBQ grill,Luggage dropoff allowed,Long term stays allowed,No stairs or steps to enter,Wide entrance for guests,Flat path to guest entrance,Well-lit path to entrance,Disabled parking spot,No stairs or steps to enter,Wide entrance,Accessible-height bed,No stairs or steps to enter,Wide doorway to guest bathroom,Accessible-height toilet,No stairs or steps to enter,Paid parking on premises",47.0,150.0,10.0,1,10.0,1,1125,1,1,1125,1125,1.0,1125.0,1,5,19,38,306,73,69,307,948,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,2,0,2,0,1.54,57.0
6939552,26768586,611,,0,1,1,Tampines,East Region,1.34764,103.94037,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Kitchen,Elevator,Washer,First aid kit,Essentials,Lock on bedroom door,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",200.0,257.0,39.0,1,0.0,1,2,1,1,2,2,1.0,2.0,1,30,60,90,365,0,0,-1,-1,,,,,,,,0,flexible,1,0,1,0,,200.0
6940054,13512177,408,100.0,0,11,11,Downtown Core,Central Region,1.27988,103.85065,Condominium,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Washer,Dryer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Long term stays allowed,Other,Paid parking on premises",267.0,200.0,50.0,2,30.0,2,1125,2,2,1125,1125,2.0,1125.0,1,10,32,42,42,29,4,318,927,95.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,4,4,0,0,0.62,297.0
6941608,11648081,375,100.0,0,4,4,Rochor,Central Region,1.30233,103.84643,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Kitchen,Heating,Washer,Dryer,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Keypad,Hot water,Luggage dropoff allowed,Long term stays allowed",101.0,150.0,10.0,2,50.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,30,11,459,806,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,4,0,4,0,0.73,101.0
6947366,5359280,204,,1,3,3,Tanglin,Central Region,1.29432,103.82612,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Pool,Kitchen,Gym,Elevator,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self check-in,Lockbox,Hot water,Bed linens,Patio or balcony,Paid parking on premises",152.0,202.0,120.0,1,50.0,1,1125,1,1,1125,1125,1.0,1125.0,1,30,60,90,365,18,3,457,644,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,2,2,0,0,0.44,202.0
6958476,23722617,562,99.0,1,78,78,Geylang,Central Region,1.31471,103.88815,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,Hangers,Hair dryer,Iron,Hot water,Long term stays allowed,Other",85.0,500.0,39.0,1,0.0,7,1125,7,7,1125,1125,7.0,1125.0,1,15,33,63,64,31,1,325,918,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,80,80,0,0,0.66,85.0
6959323,35045917,713,,0,1,1,Bukit Timah,Central Region,1.31887,103.77462,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Doorman,Gym,Family/kid friendly,Washer,Essentials",50.0,200.0,39.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,0,0,1,0,380,56,,,,,,,,0,flexible,1,0,1,0,0.02,50.0
6968350,35467530,718,87.0,0,2,2,River Valley,Central Region,1.29647,103.83779,Condominium,Private room,5,1.0,1.0,2.0,Real Bed,"Internet,Wifi,Air conditioning,Pool,Kitchen,Elevator,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",73.0,150.0,26.0,2,26.0,1,180,1,1,180,180,1.0,180.0,1,3,25,55,56,117,39,335,926,82.0,8.0,8.0,9.0,9.0,9.0,8.0,0,moderate,2,0,2,0,2.52,151.0
6978031,13512177,408,100.0,0,11,11,Downtown Core,Central Region,1.27946,103.85592,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"TV,Wifi,Pool,Kitchen,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Smart lock,Pack ’n Play/travel crib,Hot water,Long term stays allowed,Paid parking on premises",267.0,200.0,60.0,2,30.0,2,1125,2,2,1125,1125,2.0,1125.0,1,10,32,42,42,21,0,309,487,95.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,4,4,0,0,0.44,267.0
6983613,14521708,420,87.0,0,79,79,Geylang,Central Region,1.31496,103.88691,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",95.0,500.0,39.0,1,0.0,7,365,7,7,365,365,7.0,365.0,1,0,0,0,0,29,2,329,852,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,79,79,0,0,0.62,95.0
6993627,14521708,420,87.0,0,79,79,Geylang,Central Region,1.3144,103.88671,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",85.0,500.0,39.0,1,0.0,5,365,5,5,365,365,5.0,365.0,1,22,45,75,218,76,15,316,934,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,79,79,0,0,1.61,85.0
6995482,14521708,420,87.0,0,79,79,Geylang,Central Region,1.3143,103.88604,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Microwave,Refrigerator",98.0,500.0,39.0,1,0.0,5,365,5,5,365,365,5.0,365.0,1,21,51,81,82,17,1,317,714,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,79,79,0,0,0.36,98.0
7010578,522068,16,,0,1,1,Bedok,East Region,1.30898,103.91219,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Essentials,Shampoo,Lock on bedroom door,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self check-in,Lockbox",88.0,257.0,20.0,2,30.0,1,35,1,1,35,35,1.0,35.0,1,0,0,0,0,72,0,335,372,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible,1,0,1,0,1.55,88.0
7015796,14521708,420,87.0,0,79,79,Geylang,Central Region,1.31536,103.88574,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",85.0,500.0,39.0,1,0.0,14,365,14,14,365,365,14.0,365.0,1,30,60,90,91,61,17,319,834,94.0,10.0,10.0,9.0,10.0,9.0,9.0,0,strict_14_with_grace_period,79,79,0,0,1.3,85.0
7015864,229339,4,96.0,0,50,50,Bukit Merah,Central Region,1.28411,103.83254,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Kitchen,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Keypad",145.0,138.0,21.0,1,0.0,1,365,1,1,365,365,1.0,365.0,1,15,37,67,342,8,1,315,896,83.0,8.0,8.0,9.0,8.0,9.0,8.0,1,strict_14_with_grace_period,26,26,0,0,0.17,145.0
7039222,3800044,148,100.0,1,2,2,Rochor,Central Region,1.3026,103.85195,Condominium,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"TV,Wifi,Air conditioning,Wheelchair accessible,Pool,Kitchen,Paid parking off premises,Gym,Elevator,Hot tub,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Private living room,Bathtub,Pack ’n Play/travel crib,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed,Disabled parking spot,Paid parking on premises",250.0,500.0,45.0,4,30.0,1,1125,1,2,1125,1125,1.3,1125.0,1,5,9,14,213,230,55,332,943,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,1,1,0,0,4.95,310.0
7042831,13512177,408,100.0,0,11,11,Downtown Core,Central Region,1.27967,103.85539,Condominium,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Family/kid friendly,Washer,Dryer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Long term stays allowed,Other,Paid parking on premises",267.0,200.0,50.0,2,30.0,2,1125,2,2,1125,1125,2.0,1125.0,1,10,32,41,41,46,7,315,898,95.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,4,4,0,0,0.98,297.0
7053111,6005951,223,100.0,0,1,1,Novena,Central Region,1.32402,103.85313,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wifi,Air conditioning,Kitchen,Free parking on premises,Elevator,Buzzer/wireless intercom,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Other",74.0,350.0,30.0,1,35.0,3,365,3,3,365,365,3.0,365.0,1,14,18,18,255,5,3,438,893,96.0,10.0,10.0,9.0,9.0,9.0,9.0,1,strict_14_with_grace_period,1,0,1,0,0.12,109.0
7054163,11648081,375,100.0,0,4,4,Rochor,Central Region,1.30134,103.84637,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Washer,Dryer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo",101.0,150.0,39.0,2,50.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,120,0,323,493,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,4,0,4,0,2.56,101.0
7054222,11648081,375,100.0,0,4,4,Rochor,Central Region,1.30105,103.84786,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self check-in,Keypad,Hot water,Luggage dropoff allowed,Long term stays allowed",101.0,150.0,10.0,2,0.0,2,1125,2,2,1125,1125,2.0,1125.0,1,6,10,14,212,210,51,318,937,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,4,0,4,0,4.46,101.0
7054234,11648081,375,100.0,0,4,4,Rochor,Central Region,1.30321,103.84638,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",101.0,150.0,10.0,2,50.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,27,6,319,664,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,4,0,4,0,0.57,101.0
7078717,14521708,420,87.0,0,79,79,Geylang,Central Region,1.3148,103.88593,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",90.0,500.0,39.0,1,0.0,14,365,14,14,365,365,14.0,365.0,1,30,60,90,91,14,3,930,797,96.0,10.0,10.0,9.0,9.0,9.0,9.0,0,strict_14_with_grace_period,79,79,0,0,0.6,90.0
