id,host_id,host_since,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,area,region,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,last_review,scores_rating,scores_accuracy,scores_cleanliness,scores_checkin,scores_communication,scores_location,scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,total_price
19772238,10422417,349,100.0,0,9,9,Clementi,West Region,1.31029,103.76358,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Gym,Elevator,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,Hot water,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Long term stays allowed,Other",55.0,500.0,250.0,1,25.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,23,53,328,2,1,1087,685,90.0,10.0,8.0,9.0,10.0,9.0,9.0,0,strict_14_with_grace_period,5,0,5,0,0.11,80.0
19773521,139582407,1284,100.0,0,1,1,Bedok,East Region,1.31342,103.90675,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Gym,Elevator,Family/kid friendly,Smoke detector,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Building staff,Private living room",70.0,257.0,39.0,1,0.0,7,1125,7,7,1125,1125,7.0,1125.0,1,0,1,1,1,1,0,1219,589,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,1,0,1,0,0.08,70.0
19774490,8948251,301,100.0,0,71,71,Kallang,Central Region,1.30857,103.86269,Apartment,Private room,1,3.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Free street parking,Heating,Washer,Dryer,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,Self check-in,Keypad,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed",34.0,0.0,20.0,1,10.0,18,365,5,18,365,365,17.8,365.0,1,7,37,67,342,1,0,944,363,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,71,0,71,0,0.04,34.0
19774868,126914776,1229,,0,1,1,Ang Mo Kio,North-East Region,1.37385,103.8483,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Elevator,Washer,Hangers,Iron,Private living room",150.0,257.0,39.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,29,59,89,364,0,0,-1,-1,,,,,,,,0,flexible,1,0,1,0,,150.0
19775554,139586421,1284,,0,1,1,Bukit Merah,Central Region,1.28224,103.83396,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Pets allowed,Suitable for events,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,Private entrance,Bed linens,Refrigerator,Oven,Host greets you,Extra space around shower and toilet",130.0,0.0,25.0,1,0.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,1,flexible,1,1,0,0,,130.0
19776427,108818897,1157,100.0,0,35,35,Kallang,Central Region,1.31601,103.85406,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Elevator,Family/kid friendly,Washer,Dryer,Smoke detector,Safety card,Lock on bedroom door,Hangers,Hair dryer,Private entrance",110.0,0.0,70.0,1,0.0,3,30,3,3,30,30,3.0,30.0,1,19,28,28,28,20,3,956,931,93.0,9.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,10,7,3,0,0.9,110.0
19794582,8492007,286,98.0,0,188,188,Novena,Central Region,1.32444,103.85233,Serviced apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Pets allowed,Gym,Elevator,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Hot water,Host greets you",150.0,300.0,35.0,1,20.0,3,1125,3,3,1125,1125,3.0,1125.0,1,13,37,54,329,3,1,958,714,73.0,8.0,9.0,10.0,7.0,9.0,7.0,1,strict_14_with_grace_period,188,187,1,0,0.14,190.0
19799435,139838895,1285,,0,1,1,Choa Chu Kang,West Region,1.37745,103.74565,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator,Free street parking,Buzzer/wireless intercom,Heating,Washer,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Host greets you",50.0,150.0,39.0,2,20.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,264,16,4,948,633,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate,1,0,1,0,0.71,50.0
19801431,8948251,301,100.0,0,71,71,Kallang,Central Region,1.30957,103.8607,Apartment,Private room,1,3.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Free street parking,Heating,Washer,Dryer,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,Self check-in,Keypad,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed",34.0,0.0,15.0,1,10.0,18,365,18,18,365,365,18.0,365.0,1,8,29,59,334,1,1,1366,727,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,71,0,71,0,0.13,34.0
19810810,14521708,420,87.0,0,79,79,Geylang,Central Region,1.31424,103.88626,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron",90.0,500.0,0.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,27,54,84,85,15,9,974,934,93.0,10.0,9.0,10.0,9.0,8.0,9.0,0,strict_14_with_grace_period,79,79,0,0,0.69,90.0
19812840,14521708,420,87.0,0,79,79,Geylang,Central Region,1.31484,103.88726,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron",95.0,500.0,0.0,1,0.0,5,365,5,5,365,365,5.0,365.0,1,0,0,0,0,3,3,1318,791,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,79,79,0,0,0.32,95.0
19820440,24711090,583,,0,1,1,River Valley,Central Region,1.30024,103.82483,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Gym,Elevator,Family/kid friendly,Essentials",70.0,257.0,39.0,1,0.0,1,6,1,1,6,6,1.0,6.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,1,0,1,0,,70.0
19832720,101145755,1110,80.0,0,11,11,Clementi,West Region,1.31617,103.75728,Condominium,Entire home/apt,3,2.0,2.0,2.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Iron",290.0,257.0,39.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,30,60,90,365,1,0,961,378,100.0,10.0,10.0,8.0,8.0,6.0,10.0,0,strict_14_with_grace_period,11,11,0,0,0.05,290.0
19832956,101145755,1110,80.0,0,11,11,Clementi,West Region,1.31038,103.7607,Condominium,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Iron",320.0,257.0,39.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,30,60,90,365,3,0,959,433,73.0,7.0,9.0,7.0,7.0,6.0,6.0,0,strict_14_with_grace_period,11,11,0,0,0.14,320.0
19834053,101145755,1110,80.0,0,11,11,Queenstown,Central Region,1.28031,103.78575,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Iron",200.0,257.0,39.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,30,60,90,365,1,0,1014,426,100.0,10.0,8.0,10.0,8.0,10.0,10.0,0,strict_14_with_grace_period,11,11,0,0,0.05,200.0
19836252,11804730,378,,0,1,1,Geylang,Central Region,1.31198,103.88293,Hostel,Shared room,4,2.0,1.0,8.0,Real Bed,"TV,Wifi,Air conditioning,Breakfast,Washer,Dryer,Shampoo,Hair dryer,Host greets you",72.0,138.0,25.0,1,23.0,2,1125,2,2,1125,1125,2.0,1125.0,1,30,60,90,91,0,0,-1,-1,,,,,,,,1,flexible,1,0,0,1,,141.0
19837897,48302523,842,100.0,0,4,4,Novena,Central Region,1.32185,103.85386,Apartment,Private room,4,2.0,1.0,2.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Kitchen,Paid parking off premises,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Refrigerator,Cooking basics,Stove,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Wide hallways,Wide entrance for guests,Flat path to guest entrance,Well-lit path to entrance,No stairs or steps to enter,Wide entrance,Extra space around bed,Accessible-height bed,No stairs or steps to enter,Wide doorway to guest bathroom,Accessible-height toilet,Wide clearance to shower, toilet,No stairs or steps to enter,Wide entryway,Other",58.0,200.0,30.0,2,25.0,2,1095,2,2,1095,1095,2.0,1095.0,1,30,49,58,69,11,6,973,939,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1,moderate,4,0,4,0,0.51,108.0
19838603,48302523,842,100.0,0,4,4,Novena,Central Region,1.32192,103.85624,Apartment,Private room,4,2.0,1.0,2.0,Real Bed,"TV,Internet,Wifi,Air conditioning,Kitchen,Paid parking off premises,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Stove,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Wide hallways,Wide entrance for guests,Flat path to guest entrance,Well-lit path to entrance,No stairs or steps to enter,Wide entrance,Extra space around bed,Accessible-height bed,No stairs or steps to enter,Wide doorway to guest bathroom,Accessible-height toilet,Wide clearance to shower, toilet,No stairs or steps to enter,Wide entryway,Other,Extra space around shower and toilet",55.0,200.0,30.0,2,25.0,2,1000,2,2,1000,1000,2.0,1000.0,1,30,60,90,91,11,8,975,851,87.0,9.0,9.0,10.0,9.0,9.0,9.0,1,moderate,4,0,4,0,0.51,105.0
19847774,45368183,810,100.0,0,10,10,Outram,Central Region,1.28435,103.84477,Hostel,Private room,3,5.0,1.0,3.0,Real Bed,"Internet,Wifi,Air conditioning,Breakfast,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Game console,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Long term stays allowed,No stairs or steps to enter,No stairs or steps to enter,Host greets you",138.0,0.0,0.0,1,0.0,1,1125,1,2,365,365,1.0,365.0,1,12,29,48,307,2,2,1379,832,80.0,10.0,8.0,10.0,10.0,10.0,8.0,1,moderate,10,0,3,7,0.27,138.0
19848045,52310102,879,70.0,0,14,14,Bukit Merah,Central Region,1.28839,103.80955,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Elevator,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",99.0,150.0,50.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,30,60,90,365,1,0,970,387,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,14,0,13,1,0.05,99.0
19854705,47928660,838,100.0,1,5,5,Geylang,Central Region,1.31156,103.89004,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Microwave,Refrigerator,Single level home,Long term stays allowed,Host greets you,Waterfront",50.0,499.0,49.0,1,20.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,22,21,1182,952,97.0,9.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,5,0,5,0,1.56,70.0
19855469,50771867,866,55.0,0,6,6,Bukit Panjang,West Region,1.37722,103.76292,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Pool,Smoking allowed,Doorman,Elevator,Hot tub,Washer,Essentials,Shampoo,Hangers,Hair dryer,Private entrance,Hot water,Host greets you,Paid parking on premises",69.0,257.0,39.0,1,0.0,2,1125,2,2,1125,1125,2.0,1125.0,1,28,58,88,363,1,0,1188,563,,,,,,,,0,strict_14_with_grace_period,6,1,5,0,0.07,69.0
19856273,41679313,775,,0,1,1,Jurong East,West Region,1.32303,103.73898,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wifi,Kitchen,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Children’s books and toys,Window guards,Game console,Hot water,Bed linens,Extra pillows and blankets,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Wide hallways,No stairs or steps to enter,Wide entrance for guests,Flat path to guest entrance,Well-lit path to entrance,Disabled parking spot,No stairs or steps to enter,Wide entrance,Extra space around bed,No stairs or steps to enter,Wide doorway to guest bathroom,Accessible-height toilet,Wide clearance to shower, toilet,No stairs or steps to enter,Wide entryway,Lake access,Extra space around shower and toilet,Roll-in shower",69.0,138.0,28.0,1,28.0,1,30,2,3,30,30,2.3,30.0,1,23,53,83,264,1,0,1184,559,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,1,0,1,0,0.07,69.0
19857535,140422551,1288,,0,1,1,Geylang,Central Region,1.31048,103.88481,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,"TV,Wifi,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Gym,Elevator,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace",101.0,257.0,39.0,1,0.0,5,1125,5,5,1125,1125,5.0,1125.0,1,27,57,87,362,0,0,-1,-1,,,,,,,,1,flexible,1,0,1,0,,101.0
19881239,45368183,810,100.0,0,10,10,Outram,Central Region,1.28286,103.84582,Hostel,Private room,6,5.0,1.0,6.0,Real Bed,"Internet,Wifi,Air conditioning,Breakfast,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Host greets you",192.0,0.0,0.0,1,0.0,1,1125,1,2,365,365,1.0,365.0,1,23,46,75,350,1,1,1312,673,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,strict_14_with_grace_period,10,0,3,7,0.1,192.0
19884344,140733713,1289,,0,1,1,Geylang,Central Region,1.31163,103.89017,Apartment,Private room,4,3.0,2.0,1.0,Real Bed,"Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Gym,Elevator,Suitable for events,Washer,Dryer,Fire extinguisher,Essentials,Hangers,Hair dryer,Laptop friendly workspace",46.0,257.0,39.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,1,flexible,1,0,1,0,,46.0
19885465,97053568,1093,87.0,0,8,8,Singapore River,Central Region,1.28719,103.84742,Hostel,Shared room,14,2.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Breakfast,Washer,Dryer,Fire extinguisher,Shampoo,Lock on bedroom door,Hair dryer,Laptop friendly workspace",26.0,0.0,0.0,1,26.0,1,1125,1,1,1125,1125,1.0,1125.0,1,24,54,84,359,9,2,1019,904,78.0,8.0,7.0,9.0,8.0,10.0,8.0,0,strict_14_with_grace_period,8,0,3,5,0.45,364.0
19887149,77912036,1021,,0,1,1,Hougang,North-East Region,1.36711,103.89832,Apartment,Entire home/apt,2,2.0,2.0,2.0,Real Bed,"TV,Cable TV,Wifi,Air conditioning,Wheelchair accessible,Pool,Kitchen,Doorman,Gym,Elevator,Buzzer/wireless intercom,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Laptop friendly workspace",65.0,150.0,39.0,1,50.0,7,50,7,7,50,50,7.0,50.0,1,0,0,0,0,1,0,996,409,,,,,,,,0,flexible,1,1,0,0,0.05,115.0
19901028,44553855,801,,0,1,1,Queenstown,Central Region,1.30797,103.79318,Condominium,Private room,1,2.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Kitchen,Elevator,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace",77.0,257.0,39.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,1,0,1,0,,77.0
19901171,128981225,1238,94.0,0,7,7,Rochor,Central Region,1.31095,103.85263,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Elevator,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Smart lock,Baby bath,Room-darkening shades,Children’s dinnerware,Hot water,Microwave,Refrigerator,Luggage dropoff allowed,Long term stays allowed",141.0,200.0,59.0,2,12.0,1,1125,1,1,1125,1125,1.0,1125.0,1,1,1,1,1,41,35,1200,939,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,7,7,0,0,3.04,177.0
19901509,128981225,1238,94.0,0,7,7,Rochor,Central Region,1.31101,103.85265,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Elevator,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Baby bath,Children’s books and toys,Room-darkening shades,Children’s dinnerware,Hot water,Microwave,Refrigerator,Luggage dropoff allowed,Long term stays allowed,Host greets you",135.0,150.0,59.0,2,11.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,19,17,1226,938,93.0,9.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,7,7,0,0,1.51,168.0
19917278,4534133,184,,0,1,1,Bukit Merah,Central Region,1.27607,103.82617,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator,Washer,Essentials,Lock on bedroom door",65.0,257.0,39.0,1,0.0,2,5,2,2,5,5,2.0,5.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,1,flexible,1,0,1,0,,65.0
19918177,8492007,286,98.0,0,188,188,Kallang,Central Region,1.31419,103.85323,Serviced apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Hot water,Long term stays allowed,Host greets you",218.0,300.0,35.0,4,50.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,16,42,312,3,1,967,636,73.0,7.0,9.0,7.0,8.0,10.0,8.0,1,strict_14_with_grace_period,188,187,1,0,0.14,318.0
19936126,114674497,1182,97.0,0,10,10,Rochor,Central Region,1.31029,103.85423,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Gym,Elevator,Indoor fireplace,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,High chair,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Cooking basics,Stove,Long term stays allowed",150.0,257.0,30.0,2,20.0,4,1125,4,4,1125,1125,4.0,1125.0,1,6,26,56,331,20,4,953,939,90.0,9.0,10.0,9.0,9.0,10.0,9.0,1,moderate,6,2,4,0,0.89,190.0
19970132,141608545,1292,,0,1,1,Choa Chu Kang,West Region,1.3998700000000002,103.75093,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Elevator,Washer,Lock on bedroom door,Laptop friendly workspace",47.0,257.0,39.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,1,flexible,1,0,1,0,,47.0
19971871,22002341,532,,0,1,1,Bedok,East Region,1.32518,103.90827,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Pets allowed,Breakfast,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Laptop friendly workspace,Private entrance",98.0,257.0,39.0,1,0.0,7,1125,7,7,1125,1125,7.0,1125.0,1,0,0,0,0,1,0,992,405,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,flexible,1,1,0,0,0.05,98.0
19984633,131123392,1250,,0,1,1,Kallang,Central Region,1.31267,103.85718,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Gym,Elevator,Hot tub,Suitable for events,Washer,Dryer,Lock on bedroom door,Laptop friendly workspace",74.0,257.0,39.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,1,flexible,1,0,1,0,,74.0
20000821,137951106,1277,94.0,0,15,15,Novena,Central Region,1.32333,103.85381,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"Wifi,Air conditioning,Kitchen,Free parking on premises,Gym,Elevator,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",130.0,250.0,35.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,30,55,85,360,10,7,1104,925,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1,moderate,15,11,4,0,0.59,130.0
20004744,141955326,1294,100.0,0,1,1,Outram,Central Region,1.28031,103.83971,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Gym,Elevator,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Smart lock,High chair,Hot water,Bed linens,Refrigerator,Dishes and silverware,Cooking basics,Oven,Long term stays allowed,Paid parking on premises",159.0,200.0,80.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,1,11,41,42,29,20,993,935,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,moderate,1,1,0,0,1.38,159.0
20007627,512014,15,,0,1,1,Rochor,Central Region,1.30241,103.84856,Condominium,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Gym,Elevator,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance",175.0,257.0,39.0,1,0.0,5,8,5,5,8,8,5.0,8.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,0,flexible,1,1,0,0,,175.0
20016671,69121685,977,100.0,0,7,7,Novena,Central Region,1.32452,103.8429,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Luggage dropoff allowed,Long term stays allowed,Host greets you,Paid parking on premises",108.0,500.0,30.0,1,30.0,3,1125,3,5,1125,1125,3.6,1125.0,1,0,0,18,293,1,0,1004,417,80.0,6.0,8.0,10.0,10.0,10.0,6.0,0,strict_14_with_grace_period,7,6,1,0,0.05,168.0
20017330,30944969,666,100.0,0,3,3,Tampines,East Region,1.33934,103.95888,House,Private room,2,0.5,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Free parking on premises,Free street parking,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,Self check-in,Keypad,Private entrance,Hot water",43.0,0.0,15.0,1,12.0,1,1125,1,1,1125,1125,1.0,1125.0,1,9,9,11,12,9,4,970,935,95.0,9.0,9.0,10.0,9.0,9.0,9.0,1,moderate,3,0,3,0,0.41,55.0
20018299,137951106,1277,94.0,0,15,15,Novena,Central Region,1.32365,103.854,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Gym,Elevator,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",128.0,250.0,35.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,22,52,82,83,25,19,976,939,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,15,11,4,0,1.16,128.0
20019271,142151758,1295,,0,1,1,Bukit Batok,West Region,1.34068,103.7596,Condominium,Entire home/apt,2,1.5,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Hot tub,Family/kid friendly,Washer,Iron",110.0,257.0,39.0,1,0.0,21,50,21,21,50,50,21.0,50.0,1,0,0,0,0,0,0,-1,-1,,,,,,,,1,flexible,1,1,0,0,,110.0
20019928,137951106,1277,94.0,0,15,15,Novena,Central Region,1.32334,103.85325,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Gym,Elevator,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",130.0,250.0,35.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,1,29,59,89,180,4,1,1044,680,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,15,11,4,0,0.21,130.0
