listing_id,date
369145,2014-10-13
369145,2014-11-13
369145,2014-12-22
369145,2015-01-18
369145,2015-02-03
369145,2015-02-12
369145,2015-03-15
369145,2015-04-21
369145,2015-05-03
369145,2015-06-21
369145,2015-06-27
369145,2015-07-14
369145,2015-07-15
369145,2015-07-23
369145,2015-08-02
369145,2015-08-05
369145,2015-08-09
369145,2015-08-13
369145,2015-09-21
369145,2015-09-25
369145,2015-09-28
369145,2015-10-05
369145,2015-10-10
369145,2015-12-27
369145,2016-01-02
369145,2016-03-06
369145,2016-03-17
369145,2016-05-21
369145,2016-07-11
369145,2016-07-16
369145,2016-08-01
369145,2016-12-24
369145,2017-01-02
369145,2017-03-06
369145,2017-03-30
369145,2017-04-01
369145,2017-06-20
369145,2017-06-25
369145,2017-06-28
369145,2017-07-12
369145,2017-07-16
369145,2017-08-08
369145,2017-08-13
369145,2017-08-17
369145,2017-08-22
369145,2017-08-28
369145,2017-09-02
369145,2017-09-26
369145,2017-10-07
369145,2017-10-21
369145,2017-12-05
369145,2017-12-16
369145,2017-12-21
369145,2017-12-27
369145,2018-01-04
369145,2018-02-07
369145,2018-02-14
369145,2018-03-08
369145,2018-05-01
369145,2018-05-23
369145,2018-07-01
369145,2018-07-21
369145,2018-08-07
369145,2018-08-13
369145,2018-08-19
369145,2018-09-09
369145,2018-09-17
369145,2018-09-24
369145,2018-10-02
369145,2018-10-08
369145,2018-10-15
369145,2018-10-20
369145,2018-12-28
369145,2019-01-14
369145,2019-01-21
369145,2019-01-24
369145,2019-01-31
369145,2019-03-11
369145,2019-04-02
369145,2019-04-19
369145,2019-05-05
395191,2013-07-30
395191,2013-08-22
395191,2013-08-26
395191,2013-09-24
395191,2014-08-28
395191,2014-10-05
395191,2014-11-10
395191,2014-12-10
395191,2015-01-05
395191,2015-01-19
395191,2015-09-21
395191,2015-11-23
395191,2015-12-12
395191,2015-12-15
395191,2016-03-30
395191,2016-04-05
395191,2016-04-09
395191,2016-04-19
395191,2016-04-25
395191,2016-05-12
395191,2016-06-03
395191,2016-06-11
395191,2016-07-30
395191,2016-12-26
395191,2017-02-28
395191,2017-03-31
395191,2017-08-07
423875,2012-11-17
423875,2013-10-31
423875,2013-12-02
423875,2014-09-24
423875,2014-10-12
423875,2014-10-19
423875,2015-02-19
423875,2015-07-18
423875,2015-08-14
423875,2016-03-22
423875,2018-02-05
423875,2018-04-25
423875,2018-05-13
423875,2018-05-22
423875,2018-05-31
553229,2012-10-11
553229,2012-12-31
553229,2013-01-29
553229,2014-05-04
553229,2015-02-13
553229,2018-07-27
553229,2018-07-30
553229,2018-09-06
553229,2018-10-27
553229,2018-11-19
553229,2019-01-03
553229,2019-03-25
553229,2019-04-07
553229,2019-05-07
553229,2019-05-18
604966,2012-08-23
604966,2012-09-25
604966,2013-01-31
604966,2013-02-17
604966,2013-03-25
604966,2013-04-28
604966,2013-08-04
604966,2014-01-15
604966,2014-02-16
604966,2017-11-26
604966,2018-01-07
625055,2012-08-09
625055,2012-10-16
625055,2013-06-13
625055,2013-07-25
625055,2013-11-18
625055,2014-04-05
625055,2014-05-14
625055,2015-08-27
625055,2015-09-14
625055,2016-02-25
625055,2016-03-16
625055,2016-06-14
625055,2016-08-24
625055,2016-08-31
625055,2016-09-18
625055,2017-02-19
625055,2017-03-31
625055,2017-06-04
625055,2017-08-07
625055,2017-08-14
625055,2017-10-10
